Node	Beg	End
SRR11004400	2588105	2589485
SRR11004400	2597599	2598082
SRR11004400	2712349	2717128
SRR11004400	2786093	2786474
SRR11004400	2819765	2821514
SRR11004400	2893921	2899718
SRR11004400	2971467	2972169
SRR11004400	3006220	3008571
SRR11004400	3025810	3026780
SRR11004400	3039645	3040312
SRR11004400	3054950	3055632
SRR11004400	3100286	3100615
SRR11004400	3110610	3141863
SRR11004400	3187377	3187910
SRR11004400	3254524	3254901
SRR11004400	3267088	3272302
SRR11004400	3280146	3281311
SRR11004400	3298500	3304571
SRR11004400	3346004	3351089
SRR11004400	3420760	3421884
SRR11004400	3439259	3440406
SRR11004400	3447304	3447749
SRR11004400	3506642	3512093
SRR11004400	3526420	3526765
SRR11004400	3536032	3536619
SRR11004400	3551471	3553895
SRR11004407	662185	663356
SRR11004407	1564886	1565544
SRR11004407	1632944	1633538
SRR11004407	1829894	1836705
SRR11004407	2050100	2055823
SRR11004407	2173800	2174707
SRR11004407	2208596	2210875
SRR11004407	2746526	2751131
SRR11004407	3544699	3552105
SRR11004408	94825	97925
SRR11004408	293472	294042
SRR11004408	404318	405314
SRR11004408	454359	461346
SRR11004408	487577	488819
SRR11004408	566150	567168
SRR11004408	741762	742460
SRR11004408	765490	766498
SRR11004408	823422	831748
SRR11004408	949114	949774
SRR11004408	1041955	1042602
SRR11004408	1055383	1056715
SRR11004408	1087995	1088093
SRR11004408	1261859	1262375
SRR11004408	1418531	1419071
SRR11004408	1494870	1495677
SRR11004408	1672780	1675694
SRR11004408	1972653	1973095
SRR11004408	2097853	2098293
SRR11004408	2157419	2168908
SRR11004408	2322275	2323599
SRR11004408	2334314	2335553
SRR11004408	2392471	2397329
SRR11004408	2515834	2516875
SRR11004408	2588367	2591038
SRR11004408	3063604	3066741
SRR11004431	224855	225413
SRR11004431	317097	326473
SRR11004431	485332	486229
SRR11004431	671987	674463
SRR11004431	744097	744306
SRR11004431	887057	901406
SRR11004431	998321	1000568
SRR11004431	1658419	1660236
SRR11004431	1784888	1785559
SRR11004431	1904194	1906582
SRR11004431	1968081	1969443
SRR11004431	2005908	2009326
SRR11004431	2241052	2242255
SRR11004431	2291656	2294481
SRR11004431	2737941	2738688
SRR11004431	3021980	3022181
SRR11004431	3145272	3145731
SRR11004431	3199589	3200185
SRR11004431	3423619	3424246
SRR11004433	182763	183048
SRR11004433	231820	232093
SRR11004433	503800	505998
SRR11004433	1504771	1505087
SRR11004433	1705574	1706994
SRR11004433	1723276	1723594
SRR11004433	2308534	2309025
SRR11004433	2711926	2715555
SRR11004433	2842222	2844389
SRR11004433	2960286	2961727
SRR11004433	3294081	3295158
SRR11004433	3439706	3440072
SRR11004433	3540740	3543084
SRR11004437	27431	35494
SRR11004437	182763	187505
SRR11004437	318623	325906
SRR11004437	376480	380902
SRR11004437	417004	417654
SRR11004437	612104	614284
SRR11004437	636692	638087
SRR11004437	673734	674463
SRR11004437	684687	685381
SRR11004437	810348	819273
SRR11004437	827198	834722
SRR11004437	1001736	1002096
SRR11004437	1079048	1093665
SRR11004437	1192608	1193502
SRR11004437	1213873	1215240
SRR11004437	1504753	1505087
SRR11004437	1520900	1521427
SRR11004437	1674024	1677138
SRR11004437	1712469	1712498
SRR11004437	1737598	1739169
SRR11004437	1931106	1932006
SRR11004437	1943166	1944122
SRR11004437	1949787	1952602
SRR11004437	2187921	2189979
SRR11004437	2273016	2274472
SRR11004437	2291656	2294291
SRR11004437	2303090	2311274
SRR11004437	2347147	2347726
SRR11004437	2373780	2378564
SRR11004437	2588247	2589485
SRR11004437	2600066	2600720
SRR11004437	2782671	2783358
SRR11004437	2893921	2894992
SRR11004437	2995631	2996138
SRR11004437	3247452	3248082
SRR11004437	3298500	3299294
SRR11004437	3421335	3424063
SRR11004437	3521341	3523472
SRR11004440	187112	187970
SRR11004440	197204	197872
SRR11004440	224942	225998
SRR11004440	555306	556581
SRR11004440	673734	674463
SRR11004440	949471	951991
SRR11004440	1090714	1104034
SRR11004440	1606900	1615425
SRR11004440	1644678	1647353
SRR11004440	1726271	1739169
SRR11004440	1904262	1906582
SRR11004440	1931166	1933947
SRR11004440	1963183	1964218
SRR11004440	2291656	2292328
SRR11004440	2322275	2323599
SRR11004440	2585246	2585744
SRR11004440	2681563	2683949
SRR11004440	3145272	3145731
SRR11004440	3423241	3424495
SRR11004444	119611	120144
SRR11004444	454359	457268
SRR11004444	636845	638114
SRR11004444	1055112	1056684
SRR11004444	1672780	1675694
SRR11004444	2208596	2210875
SRR11004444	2339971	2340756
SRR11004445	907915	912543
SRR11004445	1588324	1590110
SRR11004445	1721924	1725002
SRR11004445	1756815	1757232
SRR11004445	1831416	1836705
SRR11004445	1972653	1973095
SRR11004445	2065889	2068298
SRR11004445	2237677	2242255
SRR11004445	2308534	2309025
SRR11004445	3264705	3265395
SRR11004445	3277916	3278060
SRR11004445	3392367	3398829
SRR11004468	99268	99856
SRR11004468	187112	187970
SRR11004468	257937	258453
SRR11004468	317097	328367
SRR11004468	362358	370764
SRR11004468	384033	385260
SRR11004468	662809	667711
SRR11004468	680490	685152
SRR11004468	788271	788949
SRR11004468	812348	814137
SRR11004468	887831	893458
SRR11004468	988650	989207
SRR11004468	1052424	1054049
SRR11004468	1087995	1093619
SRR11004468	1192995	1193502
SRR11004468	1261859	1263011
SRR11004468	1671422	1671711
SRR11004468	1756815	1757232
SRR11004468	1867370	1868407
SRR11004468	1912507	1914434
SRR11004468	1931571	1932058
SRR11004468	1950190	1956190
SRR11004468	2005851	2009632
SRR11004468	2065889	2069773
SRR11004468	2587129	2589280
SRR11004468	2819765	2821625
SRR11004468	2893951	2894992
SRR11004468	3141496	3141688
SRR11004468	3277916	3280897
SRR11004468	3294081	3297198
SRR11004468	3376643	3376964
SRR11004468	3418673	3421884
SRR11004468	3535990	3541460
SRR11004490	165195	165878
SRR11004490	330907	330998
SRR11004490	384702	385136
SRR11004490	1930980	1933570
SRR11004490	2577457	2580092
SRR11004491	182858	187505
SRR11004491	404447	405641
SRR11004491	637076	639720
SRR11004491	673734	674463
SRR11004491	804086	804140
SRR11004491	975241	975376
SRR11004491	1101936	1104034
SRR11004491	1245221	1247128
SRR11004491	1569184	1570900
SRR11004491	1703700	1704030
SRR11004491	1732511	1736269
SRR11004491	1748533	1751718
SRR11004491	2089349	2095021
SRR11004491	2208596	2210875
SRR11004491	2291656	2294291
SRR11004491	2303602	2304049
SRR11004491	2336874	2340988
SRR11004491	2711953	2715504
SRR11004491	2898407	2899718
SRR11004491	3132429	3132713
SRR11004491	3152728	3153425
SRR11004491	3538406	3539296
SRR11004494	27431	37631
SRR11004494	56409	65637
SRR11004494	77860	92783
SRR11004494	151141	168477
SRR11004494	182755	183462
SRR11004494	194610	196167
SRR11004494	215334	232456
SRR11004494	272567	273920
SRR11004494	311724	314353
SRR11004494	382073	385312
SRR11004494	394104	395719
SRR11004494	412260	417336
SRR11004494	451171	451658
SRR11004494	566720	579813
SRR11004494	606654	612881
SRR11004494	630287	635309
SRR11004494	641569	668491
SRR11004494	694805	696091
SRR11004494	710475	715090
SRR11004494	727461	739068
SRR11004494	749818	757194
SRR11004494	827198	847244
SRR11004494	886726	887879
SRR11004494	933351	959782
SRR11004494	976824	981174
SRR11004494	996223	996816
SRR11004494	1003309	1014028
SRR11004494	1078286	1100756
SRR11004494	1180457	1182555
SRR11004494	1223756	1233568
SRR11004494	1321702	1342573
SRR11004494	1351366	1363132
SRR11004494	1383561	1384254
SRR11004494	1456073	1466281
SRR11004494	1477121	1483743
SRR11004494	1503570	1511091
SRR11004494	1582751	1585369
SRR11004494	1596596	1610436
SRR11004494	1625559	1653283
SRR11004494	1677072	1697359
SRR11004494	1719936	1732613
SRR11004494	1756125	1757232
SRR11004494	1805157	1807060
SRR11004494	1829048	1840787
SRR11004494	1856087	1858715
SRR11004494	1874603	1882292
SRR11004494	1930980	1931424
SRR11004494	1941731	1944122
SRR11004494	1949787	1961371
SRR11004494	2082912	2086716
SRR11004494	2094621	2099379
SRR11004494	2128397	2142144
SRR11004494	2148828	2153515
SRR11004494	2220178	2221729
SRR11004494	2249786	2252955
SRR11004494	2261539	2266154
SRR11004494	2273817	2288200
SRR11004494	2305205	2308834
SRR11004494	2319772	2340973
SRR11004494	2367785	2376057
SRR11004494	2402198	2411509
SRR11004494	2416678	2419600
SRR11004494	2452750	2454937
SRR11004494	2511716	2516875
SRR11004494	2543483	2544186
SRR11004494	2557698	2558715
SRR11004494	2565551	2568144
SRR11004494	2605627	2617701
SRR11004494	2638494	2639424
SRR11004494	2647733	2707075
SRR11004494	2769795	2828510
SRR11004494	2937135	2950144
SRR11004494	2989118	2992579
SRR11004494	3054950	3055643
SRR11004494	3065096	3065440
SRR11004494	3080792	3084820
SRR11004494	3111282	3141863
SRR11004494	3259923	3265395
SRR11004494	3282570	3284296
SRR11004494	3312616	3314043
SRR11004494	3336618	3338650
SRR11004494	3346005	3353898
SRR11004494	3365875	3370960
SRR11004494	3380059	3395341
SRR11004494	3406078	3410022
SRR11004494	3416851	3427280
SRR11004494	3466401	3470882
SRR11004494	3479770	3480877
SRR11004494	3496574	3536619
SRR11004494	3546500	3551711
SRR11004531	1745064	1745262
SRR11004531	3396701	3396973
SRR11004540	465032	465995
SRR11004540	673734	674463
SRR11004540	983362	989207
SRR11004540	1077697	1078099
SRR11004540	1093296	1104034
SRR11004540	1906554	1906578
SRR11004540	1949787	1950375
SRR11004540	1968081	1969443
SRR11004540	2291656	2294291
SRR11004540	2638143	2639631
SRR11004540	2649508	2656591
SRR11004540	2665828	2668794
SRR11004540	3421335	3428985
SRR11004540	3439316	3440406
SRR11004540	3465179	3469288
SRR12056053	27478	35359
SRR12056053	94561	97792
SRR12056053	151141	152594
SRR12056053	182982	189426
SRR12056053	249959	254108
SRR12056053	265114	273694
SRR12056053	366941	370764
SRR12056053	380644	385188
SRR12056053	453170	461310
SRR12056053	497059	500651
SRR12056053	516826	520624
SRR12056053	531040	546586
SRR12056053	610167	626878
SRR12056053	673734	677701
SRR12056053	730215	752814
SRR12056053	763032	766457
SRR12056053	804086	837392
SRR12056053	846978	850205
SRR12056053	947842	971499
SRR12056053	986869	991372
SRR12056053	998048	1002109
SRR12056053	1041955	1056684
SRR12056053	1076835	1079746
SRR12056053	1087995	1099551
SRR12056053	1241688	1248916
SRR12056053	1283018	1285263
SRR12056053	1305528	1311576
SRR12056053	1388643	1390888
SRR12056053	1442757	1449123
SRR12056053	1494870	1505299
SRR12056053	1564891	1583938
SRR12056053	1593160	1597001
SRR12056053	1622632	1624440
SRR12056053	1675304	1683860
SRR12056053	1723276	1739145
SRR12056053	1787831	1792381
SRR12056053	1820118	1836705
SRR12056053	1845353	1857017
SRR12056053	1868306	1876254
SRR12056053	1901023	1906582
SRR12056053	1927135	1939322
SRR12056053	1959881	1961798
SRR12056053	1968918	1969443
SRR12056053	2005851	2009632
SRR12056053	2019961	2021716
SRR12056053	2038116	2046445
SRR12056053	2063181	2064249
SRR12056053	2084249	2096750
SRR12056053	2120485	2121781
SRR12056053	2132845	2143932
SRR12056053	2157271	2164495
SRR12056053	2265903	2282052
SRR12056053	2291656	2294291
SRR12056053	2303248	2317806
SRR12056053	2322614	2325567
SRR12056053	2347147	2357574
SRR12056053	2369740	2374707
SRR12056053	2392305	2397251
SRR12056053	2419478	2419681
SRR12056053	2429756	2430136
SRR12056053	2513486	2516848
SRR12056053	2565733	2569425
SRR12056053	2589286	2604141
SRR12056053	2614454	2617893
SRR12056053	2630409	2641690
SRR12056053	2647762	2656609
SRR12056053	2663315	2668794
SRR12056053	2782671	2783349
SRR12056053	2810412	2811290
SRR12056053	2893522	2898266
SRR12056053	3004610	3008165
SRR12056053	3041500	3042297
SRR12056053	3086423	3100554
SRR12056053	3126806	3127850
SRR12056053	3144943	3145869
SRR12056053	3177356	3178527
SRR12056053	3185350	3186062
SRR12056053	3206701	3207816
SRR12056053	3307405	3307855
SRR12056053	3318975	3322948
SRR12056053	3344947	3352506
SRR12056053	3366025	3376964
SRR12056053	3428412	3434839
SRR12056053	3447193	3449002
SRR12056053	3465179	3480715
SRR12056053	3496670	3497403
SRR12056053	3506741	3508421
SRR12056053	3522776	3526541
SRR12056053	3536049	3539317
SRR12056053	3547942	3548498
SRR13674888	154328	156475
SRR13674888	220744	221547
SRR13674888	402409	407187
SRR13674888	431226	431733
SRR13674888	662281	663415
SRR13674888	673734	677640
SRR13674888	1088090	1094974
SRR13674888	1504732	1504951
SRR13674888	1663121	1666656
SRR13674888	1736171	1739169
SRR13674888	1994664	1996020
SRR13674888	2040392	2042985
SRR13674888	2291656	2294481
SRR13674888	2585246	2589485
SRR13674888	2649657	2656719
SRR13674888	2743356	2744193
SRR13674888	3423829	3424291
SRR13674888	3439259	3440406
SRR21745898	80427	87422
SRR21745898	288201	290350
SRR21745898	516815	518063
SRR21745898	576807	577696
SRR21745898	616848	617031
SRR21745898	636845	638114
SRR21745898	876033	878028
SRR21745898	917767	919613
SRR21745898	978228	983809
SRR21745898	1165699	1174808
SRR21745898	1301166	1306407
SRR21745898	1590069	1593456
SRR21745898	1601356	1602576
SRR21745898	1675304	1675582
SRR21745898	1749661	1757232
SRR21745898	1821347	1821901
SRR21745898	1831416	1836705
SRR21745898	2055098	2055823
SRR21745898	2268400	2271368
SRR21745898	2468106	2468598
SRR21745898	2530656	2531888
SRR21745898	3021980	3022181
SRR21745898	3264705	3265395
SRR21745898	3328715	3329466
SRR21745898	3524640	3525145
SS116	165108	165869
SS116	224885	225686
SS116	529700	534517
SS116	750945	753040
SS116	804086	804140
SS116	946494	958083
SS116	1001736	1002096
SS116	1050495	1062640
SS116	1093302	1093665
SS116	1504762	1504951
SS116	1720014	1726426
SS116	1820149	1821901
SS116	1831416	1836705
SS116	1867554	1868349
SS116	1908056	1908536
SS116	1950544	1956735
SS116	2054851	2055823
SS116	2172228	2175744
SS116	2322695	2335553
SS116	2527413	2530890
SS116	2588986	2591038
SS116	2711953	2715504
SS116	2737992	2738773
SS116	3145272	3145731
SS116	3420751	3421884
SS116	3544837	3552105
SS413	220744	225063
SS413	295522	300459
SS413	323245	326292
SS413	380644	380902
SS413	431226	433051
SS413	673734	674463
SS413	745491	746102
SS413	804086	804140
SS413	976446	976848
SS413	1248304	1249447
SS413	1663121	1663657
SS413	1703700	1709345
SS413	1736171	1739169
SS413	1748533	1752803
SS413	1784680	1788536
SS413	1905739	1906582
SS413	2002347	2009632
SS413	2120665	2121460
SS413	2208596	2212382
SS413	2291656	2294291
SS413	2303626	2310947
SS413	2585246	2585744
SS413	2630409	2638579
SS413	2649508	2656591
SS413	2665298	2668794
SS413	2711953	2715504
SS413	3132429	3132713
SS413	3466458	3470822
SS413	3510265	3514935
SS413	3522776	3526541
SS536	27431	32529
SS536	56388	56518
SS536	223417	225077
SS536	485332	488532
SS536	827327	827673
SS536	1000115	1000568
SS536	1173947	1174808
SS536	1838110	1838966
SS536	2042636	2045164
SS536	2132687	2132929
SS536	2373114	2374299
SS536	2485743	2487002
SS536	2529005	2529544
SS536	2741977	2744193
SS536	3540509	3548498
SS543	78472	79366
SS543	187103	187505
SS543	307277	308689
SS543	380212	380902
SS543	529311	529859
SS543	945177	949849
SS543	1614897	1615425
SS543	1726236	1727993
SS543	2134547	2136363
SS543	2308534	2308988
SS543	3054941	3055643
SS543	3423208	3424084
SS543	3538291	3539317
SU8	77966	80841
SU8	182982	187922
SU8	317097	323385
SU8	375287	385260
SU8	454979	457268
SU8	682208	685381
SU8	705597	710940
SU8	855361	858588
SU8	887668	898062
SU8	1087995	1094974
SU8	1498466	1504996
SU8	1557192	1557724
SU8	1949787	1960160
SU8	2134547	2135060
SU8	2209547	2215915
SU8	2224225	2227842
SU8	2322275	2323599
SU8	2587339	2589485
SU8	2743356	2744193
SU8	3053482	3055697
SU8	3096948	3097322
SU8	3132083	3132917
SU8	3341634	3342591
SU8	3451011	3468850
SU8	3538673	3541415
NODE_135	344134	348081
NODE_135	370446	370821
NODE_135	612104	612892
NODE_135	837239	842276
NODE_135	1212284	1212628
NODE_135	1736213	1739169
NODE_135	1941731	1941952
NODE_135	2581684	2589485
NODE_135	2637038	2639497
NODE_135	2647733	2675158
NODE_135	2703549	2707075
NODE_135	2782671	2783358
NODE_135	2794675	2795653
NODE_135	2809554	2811273
NODE_135	2891761	2898266
NODE_135	3034702	3034927
NODE_135	3466458	3470882
NODE_142	15950	17383
NODE_142	293472	294362
NODE_142	384729	384927
NODE_142	487577	488819
NODE_142	546349	548637
NODE_142	586513	587110
NODE_142	612104	613078
NODE_142	651378	652283
NODE_142	829363	840080
NODE_142	988650	989363
NODE_142	996532	996616
NODE_142	1078945	1081423
NODE_142	1192608	1193502
NODE_142	1212284	1215240
NODE_142	1261859	1263011
NODE_142	1677057	1678763
NODE_142	1867607	1868407
NODE_142	1941731	1944122
NODE_142	2017824	2018514
NODE_142	2044088	2045164
NODE_142	2084258	2087967
NODE_142	2096056	2096750
NODE_142	2252220	2253604
NODE_142	2310446	2311536
NODE_142	2392497	2394826
NODE_142	2513427	2516875
NODE_142	2599403	2600720
NODE_142	2637038	2639497
NODE_142	2647733	2675185
NODE_142	2782671	2783358
NODE_142	2810403	2811273
NODE_142	2893951	2894992
NODE_142	3063604	3066741
NODE_142	3247452	3248082
NODE_142	3294411	3297403
NODE_142	3428379	3428956
NODE_142	3466458	3470882
NODE_142	3540492	3543165
NODE_146	431226	431733
NODE_146	624835	626856
NODE_146	661837	668229
NODE_146	1082449	1082821
NODE_146	1699952	1700242
NODE_146	1736171	1738996
NODE_146	1764881	1765084
NODE_146	2006683	2007441
NODE_146	2492240	2494455
NODE_146	2585246	2585714
NODE_146	3522776	3523472
NODE_147	62813	63531
NODE_147	317097	326473
NODE_147	366775	380861
NODE_147	889346	902733
NODE_147	1050114	1050284
NODE_147	1537216	1537363
NODE_147	1704133	1712469
NODE_147	1791775	1792192
NODE_147	1950382	1956190
NODE_147	2005851	2009632
NODE_147	2094508	2095021
NODE_147	2120665	2121460
NODE_147	2969246	2972536
NODE_147	3236260	3237085
NODE_147	3543441	3545077
NODE_150	1514097	1514147
NODE_151	268940	269231
NODE_151	810229	815470
NODE_151	1007508	1010588
NODE_151	1053917	1054049
NODE_151	1213873	1215240
NODE_151	1847052	1847330
NODE_151	1950751	1957859
NODE_151	2017824	2018514
NODE_151	2252220	2253604
NODE_151	2587629	2588317
NODE_151	2597339	2600633
NODE_151	3247452	3248082
NODE_155	58264	58993
NODE_155	77966	79195
NODE_155	159276	161952
NODE_155	187112	187970
NODE_155	204884	208468
NODE_155	224885	225077
NODE_155	272567	273694
NODE_155	377596	380902
NODE_155	431226	431733
NODE_155	533970	534677
NODE_155	968420	971556
NODE_155	988650	989363
NODE_155	998276	1000568
NODE_155	1090588	1092231
NODE_155	1245221	1248973
NODE_155	1386235	1389465
NODE_155	1551605	1557843
NODE_155	1569184	1569423
NODE_155	1736171	1737795
NODE_155	1783987	1786117
NODE_155	1852240	1852873
NODE_155	1859980	1861888
NODE_155	2029110	2031507
NODE_155	2065889	2068298
NODE_155	2115531	2117766
NODE_155	2485826	2488348
NODE_155	2529005	2529495
NODE_155	2737941	2738461
NODE_155	3054830	3055697
NODE_155	3100270	3100554
NODE_155	3132083	3136477
NODE_155	3419331	3421884
NODE_155	3428412	3428817
NODE_155	3522776	3523472
NODE_155	3536049	3545023
NODE_156	197570	197872
NODE_156	295792	302498
NODE_156	358361	358907
NODE_156	384702	385136
NODE_156	434257	439556
NODE_156	495240	502281
NODE_156	560043	562738
NODE_156	583422	594580
NODE_156	612104	612892
NODE_156	744097	745993
NODE_156	796400	798510
NODE_156	805339	807565
NODE_156	853268	855487
NODE_156	983362	991501
NODE_156	1001736	1003951
NODE_156	1046408	1051663
NODE_156	1079258	1081423
NODE_156	1090773	1093665
NODE_156	1248304	1249447
NODE_156	1566745	1567779
NODE_156	1676963	1686339
NODE_156	1737598	1751630
NODE_156	1790598	1792381
NODE_156	1909932	1911000
NODE_156	1968081	1969443
NODE_156	2042636	2045065
NODE_156	2084258	2087967
NODE_156	2096056	2096750
NODE_156	2187730	2189979
NODE_156	2207517	2215030
NODE_156	2241052	2242255
NODE_156	2291656	2298232
NODE_156	2347147	2350703
NODE_156	2545416	2547769
NODE_156	2743356	2744193
NODE_156	2782713	2783358
NODE_156	2800676	2801554
NODE_156	3006220	3006970
NODE_156	3021980	3024079
NODE_156	3113731	3127850
NODE_156	3145272	3145731
NODE_156	3152790	3153559
NODE_156	3346208	3346887
NODE_156	3362117	3362775
NODE_156	3407764	3410013
NODE_156	3428412	3428956
NODE_156	3447193	3447756
NODE_156	3490792	3496574
NODE_156	3506741	3506960
NODE_156	3522776	3523472
NODE_156	3551395	3552105
NODE_157	187103	187970
NODE_157	224885	225077
NODE_157	529311	529859
NODE_157	1736213	1739169
NODE_157	2585274	2585744
NODE_157	3145272	3145731
NODE_157	3293966	3295041
NODE_157	3396701	3396973
NODE_157	3538529	3539317
NODE_158	110982	111952
NODE_158	744097	744306
NODE_158	1403188	1404017
NODE_158	2050100	2055823
NODE_158	2548009	2548351
NODE_158	2737941	2738564
NODE_158	2893846	2898266
NODE_158	3021980	3022181
NODE_160	187112	187970
NODE_160	317097	326473
NODE_160	465032	465995
NODE_160	716324	717081
NODE_160	744097	744306
NODE_160	754649	759293
NODE_160	876033	879214
NODE_160	988650	989363
NODE_160	1089210	1092231
NODE_160	1103010	1104034
NODE_160	1385776	1387525
NODE_160	1448508	1449060
NODE_160	1756563	1759397
NODE_160	1869710	1873163
NODE_160	2004431	2007441
NODE_160	2053807	2057124
NODE_160	2273388	2274472
NODE_160	2281138	2285285
NODE_160	2453241	2454831
NODE_160	2490427	2491148
NODE_160	2566449	2568744
NODE_160	2587818	2589485
NODE_160	3145272	3145746
NODE_160	3262670	3265395
NODE_160	3423776	3424291
NODE_160	3538529	3545080
NODE_161	62559	63576
NODE_161	319150	321577
NODE_161	533938	534676
NODE_161	988677	989207
NODE_161	1328423	1329938
NODE_161	1504739	1505299
NODE_161	1791775	1792192
NODE_161	1968018	1969443
NODE_161	2094508	2095021
NODE_161	3365795	3367778
NODE_161	3541116	3543165
NODE_163	182763	183387
NODE_163	307277	308783
NODE_163	323169	325906
NODE_163	531252	532083
NODE_163	673734	674463
NODE_163	745462	746102
NODE_163	889346	893371
NODE_163	1041959	1049040
NODE_163	1172674	1174808
NODE_163	1504762	1504997
NODE_163	1520843	1521427
NODE_163	1702553	1709345
NODE_163	1732313	1751589
NODE_163	2052439	2055534
NODE_163	2067836	2069347
NODE_163	2094379	2094989
NODE_163	2116860	2119282
NODE_163	2293574	2311536
NODE_163	2339617	2340988
NODE_163	2548000	2548351
NODE_163	2647762	2653846
NODE_163	2662702	2665229
NODE_163	2711926	2715555
NODE_163	3145272	3145725
NODE_163	3461238	3469525
NODE_163	3544837	3545230
NODE_164	899124	899510
NODE_164	1000115	1000568
NODE_164	1712491	1712498
NODE_164	2048252	2048348
NODE_164	2310289	2311536
NODE_164	2737941	2738564
NODE_164	3407813	3408336
NODE_164	3424063	3424246
NODE_164	3450644	3451700
NODE_165	210571	211474
NODE_165	224816	225998
NODE_165	376518	377994
NODE_165	929084	929342
NODE_165	1081258	1086527
NODE_165	2172228	2172701
NODE_165	2434601	2438862
NODE_166	165149	165869
NODE_166	321336	326473
NODE_166	382562	385260
NODE_166	454359	457268
NODE_166	624746	626856
NODE_166	644264	652283
NODE_166	661741	663436
NODE_166	673734	674463
NODE_166	815275	817791
NODE_166	889289	893458
NODE_166	1001736	1002117
NODE_166	1055112	1056684
NODE_166	1085509	1099516
NODE_166	1173947	1174808
NODE_166	1305528	1306620
NODE_166	1504721	1506476
NODE_166	1591235	1591825
NODE_166	1613127	1615425
NODE_166	1675304	1675694
NODE_166	1905739	1915852
NODE_166	1931109	1932058
NODE_166	1938917	1939940
NODE_166	2207229	2212382
NODE_166	2291656	2294291
NODE_166	2565484	2569425
NODE_166	2588247	2589485
NODE_166	2897750	2899718
NODE_167	165149	165819
NODE_167	182776	183156
NODE_167	462652	463570
NODE_167	485332	486229
NODE_167	636917	638114
NODE_167	661741	674463
NODE_167	707386	709198
NODE_167	1001724	1002096
NODE_167	1084286	1095238
NODE_167	1504790	1505087
NODE_167	1644657	1645044
NODE_167	1732313	1734836
NODE_167	1783987	1789022
NODE_167	1930980	1932032
NODE_167	2063332	2063772
NODE_167	2118922	2122155
NODE_167	2266096	2267205
NODE_167	2291656	2294291
NODE_167	2339617	2340522
NODE_167	2630409	2632772
NODE_167	2711926	2715555
NODE_167	2897381	2899694
NODE_167	3132083	3132951
NODE_167	3365675	3366358
NODE_167	3439259	3440406
NODE_167	3479770	3480877
NODE_168	172725	173655
NODE_168	195162	197872
NODE_168	257937	258453
NODE_168	380212	380902
NODE_168	404318	405641
NODE_168	465032	465995
NODE_168	788271	788949
NODE_168	809067	814137
NODE_168	903928	906243
NODE_168	1053815	1054049
NODE_168	1671422	1671711
NODE_168	1683317	1683701
NODE_168	1838110	1838966
NODE_168	2042636	2042985
NODE_168	2054971	2055773
NODE_168	2414316	2415126
NODE_168	2565484	2569398
NODE_168	2741857	2744193
NODE_168	2819765	2824197
NODE_168	3045916	3047247
NODE_168	3145272	3145731
NODE_168	3376643	3376964
NODE_171	33462	34852
NODE_171	203527	209250
NODE_171	257937	258489
NODE_171	295792	302394
NODE_171	319172	325906
NODE_171	531040	532200
NODE_171	612104	613078
NODE_171	684687	687012
NODE_171	804086	814155
NODE_171	831493	838887
NODE_171	929423	929429
NODE_171	992765	994713
NODE_171	1053741	1054065
NODE_171	1079048	1093665
NODE_171	1177944	1179313
NODE_171	1192608	1193502
NODE_171	1213873	1215240
NODE_171	1622632	1623021
NODE_171	1671422	1671711
NODE_171	1931106	1944122
NODE_171	1949787	1956189
NODE_171	2009080	2021716
NODE_171	2054971	2057127
NODE_171	2094508	2095021
NODE_171	2237677	2242255
NODE_171	2297831	2304095
NODE_171	2347147	2353841
NODE_171	2414112	2415455
NODE_171	2429756	2431715
NODE_171	2541556	2542348
NODE_171	2597342	2600720
NODE_171	2711953	2715504
NODE_171	2737941	2744193
NODE_171	2782671	2783358
NODE_171	3006220	3009693
NODE_171	3247452	3248082
NODE_171	3298500	3299294
NODE_171	3418932	3421884
NODE_171	3447304	3449002
NODE_172	58264	58900
NODE_172	1212284	1212628
NODE_172	1941731	1941952
NODE_172	1950751	1954445
NODE_172	2029110	2029424
NODE_172	2637038	2639497
NODE_172	2647736	2654024
NODE_172	2662643	2671868
NODE_172	2684114	2687304
NODE_172	2810403	2813611
NODE_172	3466458	3470882
NODE_173	182776	187505
NODE_173	307183	310447
NODE_173	321362	327881
NODE_173	402514	405641
NODE_173	710475	710940
NODE_173	752551	756316
NODE_173	853268	856820
NODE_173	961020	971556
NODE_173	1082556	1083091
NODE_173	1504753	1505087
NODE_173	1585342	1587228
NODE_173	1684992	1687418
NODE_173	1785277	1786088
NODE_173	1949787	1956189
NODE_173	2187730	2189979
NODE_173	2266096	2268802
NODE_173	2414112	2415455
NODE_173	2587339	2589485
NODE_173	2730460	2738773
NODE_173	3421335	3422037
NODE_173	3540776	3548498
NODE_174	1784888	1787918
NODE_174	2453241	2454831
NODE_176	1093659	1095208
NODE_177	78250	83723
NODE_177	159105	165869
NODE_177	288165	288894
NODE_177	307183	315572
NODE_177	366775	384927
NODE_177	404318	412680
NODE_177	516815	518063
NODE_177	576807	577696
NODE_177	749640	752552
NODE_177	951128	962189
NODE_177	979480	981174
NODE_177	1082792	1084362
NODE_177	1093314	1095238
NODE_177	1301166	1301272
NODE_177	1325389	1327101
NODE_177	1477121	1477906
NODE_177	1596596	1602576
NODE_177	1636232	1641814
NODE_177	1683317	1683860
NODE_177	1723566	1729700
NODE_177	1756206	1759397
