Node	Beg	End
NODE_1245	512510	514224
NODE_1245	2204334	2204774
NODE_1245	2298526	2298545
NODE_1248	294312	295674
NODE_1248	1503123	1503408
NODE_1248	1919563	1919926
NODE_1248	2212499	2212898
NODE_1249	449644	450196
NODE_1249	1041543	1041936
NODE_1249	1226131	1226779
NODE_1251	734379	734788
NODE_1251	1238180	1238585
NODE_1252	294345	295107
NODE_1252	1238180	1238657
NODE_1252	1958714	1959157
NODE_1253	450008	450196
NODE_1254	453072	453688
NODE_1254	857799	858463
NODE_1254	1303844	1304220
NODE_1254	1911464	1911761
NODE_1254	2298526	2298545
NODE_1255	124357	124971
NODE_1255	1870599	1871708
NODE_1255	2128467	2128484
NODE_1255	2247996	2248785
NODE_1256	979886	979994
NODE_1256	1145978	1146549
NODE_1256	2003955	2004385
NODE_1257	217155	217272
NODE_1257	2298527	2298544
NODE_1258	862524	862668
NODE_1259	142269	142297
NODE_1259	891955	892387
NODE_1259	2384000	2384569
NODE_1260	1304021	1304229
NODE_1261	449644	449864
NODE_1261	857799	858463
NODE_1261	862524	862668
NODE_1261	1225562	1226779
NODE_1261	1579929	1580297
NODE_1262	1579439	1580297
NODE_1262	2128468	2128486
NODE_1263	441353	441740
NODE_1263	891829	892552
NODE_1263	1137765	1138171
NODE_1263	1145940	1146549
NODE_1263	1216449	1216767
NODE_1263	1702688	1703285
NODE_1263	2069407	2070221
NODE_1263	2294303	2295819
NODE_1264	397833	398765
NODE_1264	1245739	1246662
NODE_1264	1715946	1716825
NODE_1265	735989	736196
NODE_1265	1503123	1503488
NODE_1265	1595872	1596260
NODE_1266	246027	246502
NODE_1266	637496	637757
NODE_1266	1644823	1646615
NODE_1266	2069407	2070119
NODE_1266	2252264	2252520
NODE_1267	217155	217272
NODE_1269	124334	126344
NODE_1269	246027	246502
NODE_1269	294387	295347
NODE_1269	540601	541620
NODE_1269	1003124	1003649
NODE_1269	2247996	2248785
NODE_1270	2251869	2252520
NODE_1271	2004235	2004687
NODE_1271	2092256	2092816
NODE_1271	2231630	2231993
NODE_1271	2252134	2252283
NODE_1272	2069407	2070221
NODE_1272	2252243	2252520
NODE_1273	441441	441636
NODE_1273	1657989	1658877
NODE_1273	1702814	1703285
NODE_1274	1765905	1766150
NODE_1274	2223062	2223602
NODE_1274	2384000	2384233
NODE_1278	480441	480546
NODE_1279	493919	494446
NODE_1279	891955	892468
NODE_1279	1003125	1003684
NODE_1279	1215158	1215194
NODE_1279	1870795	1871833
NODE_1280	101634	102124
NODE_1281	1238294	1238585
NODE_1282	1238042	1238612
NODE_1283	449690	450079
NODE_1283	1716312	1716627
NODE_1284	449644	450196
NODE_1284	1226131	1226365
NODE_1285	52201	52791
NODE_1285	154891	155599
NODE_1285	1300328	1300608
NODE_1285	1357633	1358074
NODE_1285	1883928	1884198
NODE_1285	2366840	2367232
NODE_1286	1	1609
NODE_1286	398453	398943
NODE_1287	32303	32531
NODE_1287	891934	892033
NODE_1287	1214934	1219078
NODE_1287	1299926	1300631
NODE_1287	1911038	1911716
NODE_1287	1988630	1988644
NODE_1287	2374598	2374951
NODE_1288	1003125	1003649
NODE_1288	1495500	1495756
NODE_1288	2070365	2070590
NODE_1289	224379	224935
NODE_1289	391071	391456
NODE_1289	657268	657673
NODE_1289	754708	756566
NODE_1289	877685	883376
NODE_1289	892060	892636
NODE_1289	912094	913362
NODE_1289	929453	929921
NODE_1289	1127299	1127581
NODE_1289	1272967	1274994
NODE_1289	1519835	1520342
NODE_1289	1533100	1534447
NODE_1289	1737011	1739358
NODE_1289	1866647	1867978
NODE_1289	1975380	1975767
NODE_1289	2032602	2033295
NODE_1289	2169541	2170094
NODE_1289	2208048	2208866
NODE_1289	2364097	2365183
